"Resource_ID","name","CREATED_date","Days","RESOURCE_GROUP_NAME","subscription_NAME"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/azuretables-2","azuretables-2","23-02-2023 16:21:10","96","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/azuretables-3","azuretables-3","10-03-2023 20:26:30","80","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/azuretables-4","azuretables-4","22-03-2023 18:29:58","69","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/azuretables-5","azuretables-5","23-03-2023 15:30:55","68","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/service-now","service-now","13-01-2023 20:37:38","136","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mon_westus2/providers/Microsoft.Web/connections/service-now-1","service-now-1","13-01-2023 20:40:06","136","Microsoft.Web/connections","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Network/networkInterfaces/pri_sandsub_s_sql-s-mrl-001.nic.d6436ffe-a7bf-4122-a5f6-2e34a89f600c","pri_sandsub_s_sql-s-mrl-001.nic.d6436ffe-a7bf-4122-a5f6-2e34a89f600c","06-07-2021 21:15:46","692","Microsoft.Network/networkInterfaces","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Network/privateEndpoints/pri_sandsub_s_sql-s-mrl-001","pri_sandsub_s_sql-s-mrl-001","06-07-2021 21:15:44","692","Microsoft.Network/privateEndpoints","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Sql/servers/sql-s-mrl-001","sql-s-mrl-001","06-07-2021 19:00:59","693","Microsoft.Sql/servers","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Sql/servers/sql-s-mrl-001/databases/master","sql-s-mrl-001/master","06-07-2021 19:02:24","693","Microsoft.Sql/servers/databases","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Sql/servers/sql-s-mrl-001/databases/MerlinDB","sql-s-mrl-001/MerlinDB","08-07-2021 23:59:13","690","Microsoft.Sql/servers/databases","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_mrl_westus2/providers/Microsoft.Sql/servers/sql-s-mrl-001/databases/sqldb_s_mrl_001","sql-s-mrl-001/sqldb_s_mrl_001","06-07-2021 19:12:47","692","Microsoft.Sql/servers/databases","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PAD_WESTUS2/providers/Microsoft.Compute/disks/awspad001_osdisk","awspad001_osdisk","01-12-2022 18:12:38","180","Microsoft.Compute/disks","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Compute/virtualMachines/awspad001","awspad001","01-12-2022 18:12:34","180","Microsoft.Compute/virtualMachines","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/AzureMonitorWindowsAgent","awspad001/AzureMonitorWindowsAgent","11-04-2023 18:56:34","49","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/DependencyAgentWindows","awspad001/DependencyAgentWindows","01-12-2022 18:22:49","180","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/rg_sandsub_s_pad_westus2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/firewall_disable","awspad001/firewall_disable","01-12-2022 18:13:41","180","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PAD_WESTUS2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/MDE.Windows","awspad001/MDE.Windows","01-12-2022 19:14:52","179","Microsoft.Compute/virtualMachines/extensions","sandbox"
"/subscriptions/a96e49c9-c03d-4ead-adc8-069ffcbc3b29/resourceGroups/RG_SANDSUB_S_PAD_WESTUS2/providers/Microsoft.Compute/virtualMachines/awspad001/extensions/MicrosoftMonitoringAgent","awspad001/MicrosoftMonitoringAgent","01-12-2022 18:36:40","180","Microsoft.Compute/virtualMachines/extensions","sandbox"
